Company Name,Year_t,from_label,to_label
Izmo Ltd.,2018,Healthy,Healthy
Izmo Ltd.,2019,Healthy,Healthy
Izmo Ltd.,2020,Healthy,Healthy
Izmo Ltd.,2021,Healthy,Healthy
Izmo Ltd.,2022,Healthy,Healthy
J & J Leather Enterprises Ltd.,2019,Acct_Distress,Acct_Distress
J & J Leather Enterprises Ltd.,2020,Acct_Distress,Healthy
J & J Leather Enterprises Ltd.,2021,Healthy,Healthy
J B & Brothers Pvt. Ltd.,2020,Healthy,Cash_Distress
J B & Brothers Pvt. Ltd.,2021,Cash_Distress,Healthy
J B & Brothers Pvt. Ltd.,2022,Healthy,Acct_Distress
J B Advani & Co. Pvt. Ltd.,2018,Healthy,Healthy
J B Advani & Co. Pvt. Ltd.,2019,Healthy,Healthy
J B Advani & Co. Pvt. Ltd.,2020,Healthy,Healthy
J B Advani & Co. Pvt. Ltd.,2021,Healthy,Healthy
J B Advani & Co. Pvt. Ltd.,2022,Healthy,Healthy
J B Chemicals & Pharmaceuticals Ltd.,2018,Healthy,Healthy
J B Chemicals & Pharmaceuticals Ltd.,2019,Healthy,Healthy
J B Chemicals & Pharmaceuticals Ltd.,2020,Healthy,Healthy
J B Chemicals & Pharmaceuticals Ltd.,2021,Healthy,Healthy
J B Chemicals & Pharmaceuticals Ltd.,2022,Healthy,Healthy
J B F S Engineering Systems Pvt. Ltd.,2018,Healthy,Healthy
J B F S Engineering Systems Pvt. Ltd.,2019,Healthy,Healthy
J B F S Engineering Systems Pvt. Ltd.,2020,Healthy,Healthy
J B F S Engineering Systems Pvt. Ltd.,2021,Healthy,Cash_Distress
J B F S Engineering Systems Pvt. Ltd.,2022,Cash_Distress,Healthy
J B J Technologies Ltd.,2018,Healthy,Healthy
J B J Technologies Ltd.,2019,Healthy,Cash_Distress
J B J Technologies Ltd.,2020,Cash_Distress,Acct_Distress
J B J Technologies Ltd.,2021,Acct_Distress,Healthy
J B J Technologies Ltd.,2022,Healthy,Healthy
J B M Auto Ltd.,2018,Healthy,Healthy
J B M Auto Ltd.,2019,Healthy,Healthy
J B M Auto Ltd.,2020,Healthy,Cash_Distress
J B M Auto Ltd.,2021,Cash_Distress,Healthy
J B M Auto Ltd.,2022,Healthy,Healthy
J B M Industries Ltd.,2018,Cash_Distress,Healthy
J B M Industries Ltd.,2019,Healthy,Cash_Distress
J B M Industries Ltd.,2022,Healthy,Healthy
J B M Ogihara Automotive India Ltd.,2018,Healthy,Healthy
J B M Ogihara Automotive India Ltd.,2019,Healthy,Acct_Distress
J B M Ogihara Automotive India Ltd.,2020,Acct_Distress,Cash_Distress
J B M Ogihara Automotive India Ltd.,2021,Cash_Distress,Cash_Distress
J B M Ogihara Automotive India Ltd.,2022,Cash_Distress,Healthy
J B Mangharam Foods Pvt. Ltd.,2018,Healthy,Healthy
J B Mangharam Foods Pvt. Ltd.,2019,Healthy,Healthy
J B Mangharam Foods Pvt. Ltd.,2020,Healthy,Healthy
J B Mangharam Foods Pvt. Ltd.,2021,Healthy,Healthy
J B Mangharam Foods Pvt. Ltd.,2022,Healthy,Healthy
J C B India Ltd.,2018,Healthy,Healthy
J C B India Ltd.,2019,Healthy,Healthy
J C B India Ltd.,2020,Healthy,Healthy
J C B India Ltd.,2021,Healthy,Healthy
J C B India Ltd.,2022,Healthy,Healthy
J C B L Marrel Tippers Pvt. Ltd.,2018,Healthy,Full_Distress
J C B L Marrel Tippers Pvt. Ltd.,2019,Full_Distress,Acct_Distress
J C B L Marrel Tippers Pvt. Ltd.,2020,Acct_Distress,Healthy
J C B L Marrel Tippers Pvt. Ltd.,2021,Healthy,Healthy
J C B L Marrel Tippers Pvt. Ltd.,2022,Healthy,Cash_Distress
J C Biotech Pvt. Ltd.,2018,Healthy,Healthy
J C Biotech Pvt. Ltd.,2019,Healthy,Healthy
J C Biotech Pvt. Ltd.,2020,Healthy,Healthy
J C Biotech Pvt. Ltd.,2021,Healthy,Healthy
J C Biotech Pvt. Ltd.,2022,Healthy,Healthy
J C Jewellers (Chennai) Pvt. Ltd.,2022,Healthy,Cash_Distress
J C K Infrastructure Devp. Ltd.,2018,Healthy,Healthy
J C K Infrastructure Devp. Ltd.,2019,Healthy,Healthy
J C K Infrastructure Devp. Ltd.,2020,Healthy,Cash_Distress
J C O Gas Pipe Ltd.,2018,Healthy,Healthy
J C Penney Services India Pvt. Ltd.,2018,Healthy,Healthy
J C T Ltd.,2018,Acct_Distress,Acct_Distress
J C T Ltd.,2019,Acct_Distress,Healthy
J C T Ltd.,2020,Healthy,Acct_Distress
J C T Ltd.,2021,Acct_Distress,Acct_Distress
J D Jones & Co. Pvt. Ltd.,2018,Healthy,Healthy
J D Jones & Co. Pvt. Ltd.,2019,Healthy,Healthy
J E D Solar Parks Pvt. Ltd.,2018,Healthy,Healthy
J E D Solar Parks Pvt. Ltd.,2019,Healthy,Healthy
J E D Solar Parks Pvt. Ltd.,2020,Healthy,Healthy
J E D Solar Parks Pvt. Ltd.,2021,Healthy,Healthy
J E D Solar Parks Pvt. Ltd.,2022,Healthy,Healthy
J F K International Ltd.,2021,Full_Distress,Acct_Distress
J F K International Ltd.,2022,Acct_Distress,Cash_Distress
J F L Life Sciences Ltd.,2019,Healthy,Cash_Distress
J F L Life Sciences Ltd.,2022,Cash_Distress,Healthy
J G Chemicals Ltd.,2018,Healthy,Healthy
J G Chemicals Ltd.,2021,Healthy,Healthy
J G Chemicals Ltd.,2022,Healthy,Healthy
J G Hosiery Pvt. Ltd.,2018,Healthy,Healthy
J G Hosiery Pvt. Ltd.,2019,Healthy,Healthy
J G Hosiery Pvt. Ltd.,2020,Healthy,Healthy
J G Hosiery Pvt. Ltd.,2021,Healthy,Healthy
J G Hosiery Pvt. Ltd.,2022,Healthy,Healthy
J H S Svendgaard Laboratories Ltd.,2018,Cash_Distress,Healthy
J H S Svendgaard Laboratories Ltd.,2019,Healthy,Healthy
J H S Svendgaard Laboratories Ltd.,2020,Healthy,Full_Distress
J I L Information Technology Ltd.,2018,Acct_Distress,Healthy
J I L Information Technology Ltd.,2019,Healthy,Healthy
J I L Information Technology Ltd.,2022,Cash_Distress,Acct_Distress
J I T F Commodity Tradex Ltd.,2018,Acct_Distress,Acct_Distress
J I T F Commodity Tradex Ltd.,2022,Acct_Distress,Acct_Distress
J I T F Esipl Cetp (Sitarganj) Ltd.,2018,Healthy,Acct_Distress
J I T F Esipl Cetp (Sitarganj) Ltd.,2019,Acct_Distress,Healthy
J I T F Infralogistics Ltd.,2018,Full_Distress,Acct_Distress
J I T F Infralogistics Ltd.,2019,Acct_Distress,Acct_Distress
J I T F Infralogistics Ltd.,2020,Acct_Distress,Acct_Distress
J I T F Infralogistics Ltd.,2021,Acct_Distress,Acct_Distress
J I T F Infralogistics Ltd.,2022,Acct_Distress,Healthy
J I T F Urban Infrastructure Ltd.,2018,Full_Distress,Acct_Distress
J I T F Urban Infrastructure Ltd.,2019,Acct_Distress,Acct_Distress
J I T F Urban Infrastructure Ltd.,2020,Acct_Distress,Acct_Distress
J I T F Urban Infrastructure Ltd.,2021,Acct_Distress,Acct_Distress
J I T F Urban Infrastructure Ltd.,2022,Acct_Distress,Healthy
J I T F Urban Infrastructure Services Ltd.,2021,Acct_Distress,Acct_Distress
J I T F Urban Infrastructure Services Ltd.,2022,Acct_Distress,Healthy
J J Automotive Pvt. Ltd.,2018,Full_Distress,Acct_Distress
J J Automotive Pvt. Ltd.,2019,Acct_Distress,Healthy
J J Automotive Pvt. Ltd.,2020,Healthy,Healthy
J J Automotive Pvt. Ltd.,2021,Healthy,Healthy
J J Automotive Pvt. Ltd.,2022,Healthy,Healthy
J J Impex (Delhi) Ltd.,2018,Healthy,Healthy
J J Impex (Delhi) Ltd.,2019,Healthy,Healthy
J J Impex (Delhi) Ltd.,2020,Healthy,Healthy
J J Impex (Delhi) Ltd.,2021,Healthy,Healthy
J J Plastalloy Pvt. Ltd.,2018,Healthy,Healthy
J J Plastalloy Pvt. Ltd.,2019,Healthy,Healthy
J J Plastalloy Pvt. Ltd.,2020,Healthy,Healthy
J K Agri Genetics Ltd.,2018,Healthy,Acct_Distress
J K Agri Genetics Ltd.,2019,Acct_Distress,Healthy
J K Agri Genetics Ltd.,2020,Healthy,Healthy
J K Agri Genetics Ltd.,2021,Healthy,Acct_Distress
J K Agri Genetics Ltd.,2022,Acct_Distress,Acct_Distress
J K Bullions Pvt. Ltd.,2019,Healthy,Cash_Distress
J K Bullions Pvt. Ltd.,2020,Cash_Distress,Healthy
J K Cement Ltd.,2018,Healthy,Healthy
J K Cement Ltd.,2019,Healthy,Healthy
J K Cement Ltd.,2020,Healthy,Healthy
J K Cement Ltd.,2021,Healthy,Healthy
J K Cement Ltd.,2022,Healthy,Healthy
J K Fenner (India) Ltd.,2018,Healthy,Healthy
J K Fenner (India) Ltd.,2019,Healthy,Healthy
J K Fenner (India) Ltd.,2020,Healthy,Healthy
J K Fenner (India) Ltd.,2021,Healthy,Healthy
J K Fenner (India) Ltd.,2022,Healthy,Healthy
J K Files & Engg. Ltd.,2018,Healthy,Healthy
J K Files & Engg. Ltd.,2019,Healthy,Healthy
J K Files & Engg. Ltd.,2020,Healthy,Healthy
J K Files & Engg. Ltd.,2021,Healthy,Healthy
J K Files & Engg. Ltd.,2022,Healthy,Healthy
J K Insurance Brokers Ltd.,2018,Acct_Distress,Acct_Distress
J K Insurance Brokers Ltd.,2019,Acct_Distress,Acct_Distress
J K Insurance Brokers Ltd.,2020,Acct_Distress,Acct_Distress
J K Insurance Brokers Ltd.,2021,Acct_Distress,Acct_Distress
J K Investors (Bombay) Ltd.,2019,Healthy,Cash_Distress
J K Investors (Bombay) Ltd.,2020,Cash_Distress,Cash_Distress
J K Investors (Bombay) Ltd.,2021,Cash_Distress,Healthy
J K Investors (Bombay) Ltd.,2022,Healthy,Acct_Distress
J K Jewellers Pvt. Ltd.,2018,Cash_Distress,Healthy
J K Jewellers Pvt. Ltd.,2019,Healthy,Cash_Distress
J K Jewellers Pvt. Ltd.,2022,Healthy,Healthy
J K Lakshmi Cement Ltd.,2018,Healthy,Healthy
J K Lakshmi Cement Ltd.,2019,Healthy,Healthy
J K Lakshmi Cement Ltd.,2020,Healthy,Healthy
J K Lakshmi Cement Ltd.,2021,Healthy,Healthy
J K Lakshmi Cement Ltd.,2022,Healthy,Healthy
J K Medical Systems Pvt. Ltd.,2020,Healthy,Healthy
J K Medical Systems Pvt. Ltd.,2021,Healthy,Healthy
J K Paper Ltd.,2018,Healthy,Healthy
J K Paper Ltd.,2019,Healthy,Healthy
J K Paper Ltd.,2020,Healthy,Healthy
J K Paper Ltd.,2021,Healthy,Healthy
J K Paper Ltd.,2022,Healthy,Healthy
J K S Jewels Pvt. Ltd.,2018,Healthy,Healthy
J K S Jewels Pvt. Ltd.,2019,Healthy,Healthy
J K S Jewels Pvt. Ltd.,2020,Healthy,Cash_Distress
J K S Jewels Pvt. Ltd.,2021,Cash_Distress,Healthy
J K S Jewels Pvt. Ltd.,2022,Healthy,Healthy
J K Talabot Ltd.,2018,Healthy,Healthy
J K Talabot Ltd.,2019,Healthy,Cash_Distress
J K Tyre & Inds. Ltd.,2018,Healthy,Healthy
J K Tyre & Inds. Ltd.,2019,Healthy,Healthy
J K Tyre & Inds. Ltd.,2020,Healthy,Healthy
J K Tyre & Inds. Ltd.,2021,Healthy,Healthy
J K Tyre & Inds. Ltd.,2022,Healthy,Healthy
J K Urbanscapes Developers Ltd.,2018,Cash_Distress,Healthy
J K Urbanscapes Developers Ltd.,2021,Healthy,Healthy
J K Urbanscapes Developers Ltd.,2022,Healthy,Full_Distress
J Kumar Infraprojects Ltd.,2018,Healthy,Healthy
J Kumar Infraprojects Ltd.,2019,Healthy,Healthy
J Kumar Infraprojects Ltd.,2020,Healthy,Healthy
J Kumar Infraprojects Ltd.,2021,Healthy,Healthy
J Kumar Infraprojects Ltd.,2022,Healthy,Healthy
J L Morison (India) Ltd.,2018,Healthy,Healthy
J L Morison (India) Ltd.,2019,Healthy,Healthy
J L Morison (India) Ltd.,2020,Healthy,Healthy
J L Morison (India) Ltd.,2021,Healthy,Healthy
J L Morison (India) Ltd.,2022,Healthy,Healthy
J M Baxi Ports & Logistics Pvt. Ltd.,2020,Healthy,Healthy
J M Commodities Ltd. [Merged],2020,Healthy,Acct_Distress
J M Financial Properties & Holdings Ltd.,2018,Acct_Distress,Acct_Distress
J M Financial Properties & Holdings Ltd.,2019,Acct_Distress,Acct_Distress
J M Financial Properties & Holdings Ltd.,2020,Acct_Distress,Acct_Distress
J M Financial Properties & Holdings Ltd.,2021,Acct_Distress,Full_Distress
J M Financial Properties & Holdings Ltd.,2022,Full_Distress,Cash_Distress
J M Frictech India Pvt. Ltd.,2021,Healthy,Healthy
J M Frictech India Pvt. Ltd.,2022,Healthy,Healthy
J M G Corporation Ltd.,2022,Full_Distress,Full_Distress
J M Hosiery & Co. Ltd. [Merged],2018,Healthy,Healthy
J M Mhatre Infra Pvt. Ltd.,2021,Healthy,Healthy
J M Mhatre Infra Pvt. Ltd.,2022,Healthy,Healthy
J M S Mining Pvt. Ltd.,2018,Healthy,Healthy
J M S Mining Pvt. Ltd.,2019,Healthy,Healthy
J M S Mining Pvt. Ltd.,2020,Healthy,Healthy
J M S Mining Pvt. Ltd.,2021,Healthy,Healthy
J M S Mining Pvt. Ltd.,2022,Healthy,Healthy
J M W India Pvt. Ltd.,2020,Cash_Distress,Healthy
J M W India Pvt. Ltd.,2021,Healthy,Cash_Distress
J N B Steel Inds. Pvt. Ltd.,2018,Healthy,Healthy
J N B Steel Inds. Pvt. Ltd.,2019,Healthy,Healthy
J N B Steel Inds. Pvt. Ltd.,2020,Healthy,Healthy
J N B Steel Inds. Pvt. Ltd.,2021,Healthy,Healthy
J N B Steel Inds. Pvt. Ltd.,2022,Healthy,Healthy
J N J Machines Pvt. Ltd.,2020,Healthy,Healthy
J N J Machines Pvt. Ltd.,2021,Healthy,Healthy
J N J Machines Pvt. Ltd.,2022,Healthy,Healthy
J N K India Ltd.,2018,Healthy,Healthy
J N K India Ltd.,2019,Healthy,Healthy
J N K India Ltd.,2020,Healthy,Healthy
J N K India Ltd.,2021,Healthy,Healthy
J N K India Ltd.,2022,Healthy,Healthy
J N S Instruments Ltd.,2018,Healthy,Healthy
J N S Instruments Ltd.,2019,Healthy,Healthy
J N S Instruments Ltd.,2020,Healthy,Healthy
J N S Instruments Ltd.,2021,Healthy,Healthy
J N S Instruments Ltd.,2022,Healthy,Healthy
J P Infra Realty Pvt. Ltd.,2020,Healthy,Healthy
J P Infra Realty Pvt. Ltd.,2021,Healthy,Healthy
J P Infra Realty Pvt. Ltd.,2022,Healthy,Healthy
J P Iscon Pvt. Ltd.,2018,Acct_Distress,Acct_Distress
J P Iscon Pvt. Ltd.,2019,Acct_Distress,Full_Distress
J P L Industries Ltd.,2018,Healthy,Healthy
J P L Industries Ltd.,2019,Healthy,Healthy
J P M Automobiles Ltd.,2018,Healthy,Healthy
J P M Automobiles Ltd.,2019,Healthy,Cash_Distress
J P M Automobiles Ltd.,2020,Cash_Distress,Cash_Distress
J P M Automobiles Ltd.,2021,Cash_Distress,Healthy
J P M Automobiles Ltd.,2022,Healthy,Healthy
J P M Industries Ltd.,2018,Healthy,Healthy
J P M Industries Ltd.,2019,Healthy,Healthy
J P M Industries Ltd.,2020,Healthy,Cash_Distress
J P M Industries Ltd.,2021,Cash_Distress,Cash_Distress
J P M Industries Ltd.,2022,Cash_Distress,Healthy
J P R Impex Pvt. Ltd.,2018,Healthy,Healthy
J P R Impex Pvt. Ltd.,2019,Healthy,Acct_Distress
J R E W Engineering Ltd.,2018,Healthy,Healthy
J R E W Engineering Ltd.,2019,Healthy,Healthy
J R E W Engineering Ltd.,2020,Healthy,Healthy
J R E W Engineering Ltd.,2021,Healthy,Healthy
J R E W Engineering Ltd.,2022,Healthy,Healthy
J R Metal Chennai Ltd.,2022,Cash_Distress,Healthy
J R S Pharma & Gujarat Microwax Pvt. Ltd.,2018,Healthy,Healthy
J R S Pharma & Gujarat Microwax Pvt. Ltd.,2019,Healthy,Healthy
J R S Pharma & Gujarat Microwax Pvt. Ltd.,2022,Healthy,Healthy
J R Transformers Pvt. Ltd.,2018,Cash_Distress,Healthy
J R Transformers Pvt. Ltd.,2019,Healthy,Healthy
J S Auto Cast Foundry India Pvt. Ltd.,2018,Healthy,Healthy
J S Auto Cast Foundry India Pvt. Ltd.,2019,Healthy,Healthy
J S Auto Cast Foundry India Pvt. Ltd.,2020,Healthy,Healthy
J S Auto Cast Foundry India Pvt. Ltd.,2021,Healthy,Healthy
J S Auto Cast Foundry India Pvt. Ltd.,2022,Healthy,Healthy
J S I Metals Ltd.,2020,Full_Distress,Full_Distress
J S I W Infrastructure Pvt. Ltd.,2020,Healthy,Healthy
J S I W Infrastructure Pvt. Ltd.,2021,Healthy,Healthy
J S I W Infrastructure Pvt. Ltd.,2022,Healthy,Healthy
J S K Inds. Pvt. Ltd.,2018,Healthy,Healthy
J S K Inds. Pvt. Ltd.,2019,Healthy,Healthy
J S K Inds. Pvt. Ltd.,2022,Healthy,Healthy
J S L Industries Ltd.,2022,Healthy,Cash_Distress
J S L Ltd.,2019,Acct_Distress,Full_Distress
J S L Ltd.,2020,Full_Distress,Full_Distress
J S L Ltd.,2021,Full_Distress,Full_Distress
J S L Ltd.,2022,Full_Distress,Full_Distress
J S M Corporation Pvt. Ltd.,2020,Full_Distress,Full_Distress
J S M Corporation Pvt. Ltd.,2021,Full_Distress,Acct_Distress
J S M Corporation Pvt. Ltd.,2022,Acct_Distress,Healthy
J S S Steelitalia Ltd. [Merged],2020,Cash_Distress,Healthy
J S W Adarsh Power Pvt. Ltd.,2020,Healthy,Healthy
J S W Adarsh Power Pvt. Ltd.,2021,Healthy,Healthy
J S W Adarsh Power Pvt. Ltd.,2022,Healthy,Healthy
J S W Cement Ltd.,2018,Healthy,Healthy
J S W Cement Ltd.,2019,Healthy,Healthy
J S W Cement Ltd.,2020,Healthy,Healthy
J S W Cement Ltd.,2021,Healthy,Healthy
J S W Cement Ltd.,2022,Healthy,Healthy
J S W Dharamtar Port Pvt. Ltd.,2018,Healthy,Healthy
J S W Dharamtar Port Pvt. Ltd.,2019,Healthy,Healthy
J S W Dharamtar Port Pvt. Ltd.,2020,Healthy,Healthy
J S W Dharamtar Port Pvt. Ltd.,2021,Healthy,Healthy
J S W Dharamtar Port Pvt. Ltd.,2022,Healthy,Healthy
J S W Energy (Barmer) Ltd.,2018,Healthy,Healthy
J S W Energy (Barmer) Ltd.,2019,Healthy,Healthy
J S W Energy (Barmer) Ltd.,2020,Healthy,Healthy
J S W Energy (Barmer) Ltd.,2021,Healthy,Healthy
J S W Energy (Barmer) Ltd.,2022,Healthy,Healthy
J S W Energy Ltd.,2018,Healthy,Healthy
J S W Energy Ltd.,2019,Healthy,Healthy
J S W Energy Ltd.,2020,Healthy,Healthy
J S W Energy Ltd.,2021,Healthy,Healthy
J S W Energy Ltd.,2022,Healthy,Healthy
J S W G M R Cricket Pvt. Ltd.,2018,Cash_Distress,Acct_Distress
J S W G M R Cricket Pvt. Ltd.,2019,Acct_Distress,Acct_Distress
J S W G M R Cricket Pvt. Ltd.,2020,Acct_Distress,Acct_Distress
J S W G M R Cricket Pvt. Ltd.,2021,Acct_Distress,Full_Distress
J S W G M R Cricket Pvt. Ltd.,2022,Full_Distress,Healthy
J S W Hydro Energy Ltd.,2018,Healthy,Healthy
J S W Hydro Energy Ltd.,2019,Healthy,Healthy
J S W Hydro Energy Ltd.,2020,Healthy,Healthy
J S W Hydro Energy Ltd.,2021,Healthy,Healthy
J S W Hydro Energy Ltd.,2022,Healthy,Healthy
J S W Infrastructure Ltd.,2018,Healthy,Healthy
J S W Infrastructure Ltd.,2019,Healthy,Healthy
J S W Infrastructure Ltd.,2020,Healthy,Healthy
J S W Infrastructure Ltd.,2021,Healthy,Healthy
J S W Infrastructure Ltd.,2022,Healthy,Healthy
J S W J F E Electrical Steel Nashik Pvt. Ltd.,2018,Full_Distress,Full_Distress
J S W J F E Electrical Steel Nashik Pvt. Ltd.,2019,Full_Distress,Acct_Distress
J S W J F E Electrical Steel Nashik Pvt. Ltd.,2020,Acct_Distress,Healthy
J S W Jaigarh Port Ltd.,2018,Healthy,Healthy
J S W Jaigarh Port Ltd.,2019,Healthy,Healthy
J S W Jaigarh Port Ltd.,2020,Healthy,Healthy
J S W Jaigarh Port Ltd.,2021,Healthy,Healthy
J S W Jaigarh Port Ltd.,2022,Healthy,Healthy
J S W Mangalore Container Terminal Pvt. Ltd.,2022,Healthy,Healthy
J S W Mi Steel Service Center Pvt. Ltd.,2018,Healthy,Healthy
J S W Mi Steel Service Center Pvt. Ltd.,2019,Healthy,Healthy
J S W Mi Steel Service Center Pvt. Ltd.,2020,Healthy,Healthy
J S W Mi Steel Service Center Pvt. Ltd.,2021,Healthy,Healthy
J S W Mi Steel Service Center Pvt. Ltd.,2022,Healthy,Healthy
J S W Paints Pvt. Ltd.,2020,Full_Distress,Full_Distress
J S W Paints Pvt. Ltd.,2021,Full_Distress,Full_Distress
J S W Paints Pvt. Ltd.,2022,Full_Distress,Healthy
J S W Paradip Terminal Pvt. Ltd.,2020,Healthy,Healthy
J S W Paradip Terminal Pvt. Ltd.,2021,Healthy,Healthy
J S W Paradip Terminal Pvt. Ltd.,2022,Healthy,Healthy
J S W Realty & Infrastructure Pvt. Ltd.,2020,Healthy,Healthy
J S W Realty & Infrastructure Pvt. Ltd.,2021,Healthy,Healthy
J S W Realty & Infrastructure Pvt. Ltd.,2022,Healthy,Healthy
J S W Severfield Structures Ltd.,2018,Healthy,Cash_Distress
J S W Severfield Structures Ltd.,2019,Cash_Distress,Healthy
J S W Severfield Structures Ltd.,2020,Healthy,Healthy
J S W Severfield Structures Ltd.,2021,Healthy,Cash_Distress
J S W Severfield Structures Ltd.,2022,Cash_Distress,Healthy
J S W Steel Coated Products Ltd.,2018,Healthy,Cash_Distress
J S W Steel Coated Products Ltd.,2019,Cash_Distress,Healthy
J S W Steel Coated Products Ltd.,2020,Healthy,Healthy
J S W Steel Coated Products Ltd.,2021,Healthy,Acct_Distress
J S W Steel Coated Products Ltd.,2022,Acct_Distress,Healthy
J S W Steel Ltd.,2018,Healthy,Healthy
J S W Steel Ltd.,2019,Healthy,Healthy
J S W Steel Ltd.,2020,Healthy,Healthy
J S W Steel Ltd.,2021,Healthy,Healthy
J S W Steel Ltd.,2022,Healthy,Healthy
J S W Structural Metal Decking Ltd.,2018,Healthy,Healthy
J S W Structural Metal Decking Ltd.,2019,Healthy,Cash_Distress
J S W Structural Metal Decking Ltd.,2020,Cash_Distress,Healthy
J S W Structural Metal Decking Ltd.,2021,Healthy,Healthy
J S W Techno Projects Mgmt. Ltd.,2018,Acct_Distress,Acct_Distress
J S W Wind Power (Isapur) Ltd.,2018,Healthy,Healthy
J S W Wind Power (Isapur) Ltd.,2019,Healthy,Healthy
J S W Wind Power (Isapur) Ltd.,2020,Healthy,Healthy
J S W Wind Power (Isapur) Ltd.,2021,Healthy,Healthy
J S W Wind Power (Isapur) Ltd.,2022,Healthy,Healthy
J S W Wind Power Ltd.,2019,Healthy,Healthy
J S W Wind Power Ltd.,2020,Healthy,Healthy
J S W Wind Power Ltd.,2021,Healthy,Healthy
J S W Wind Power Ltd.,2022,Healthy,Healthy
J T E K T India Ltd.,2018,Healthy,Healthy
J T E K T India Ltd.,2019,Healthy,Healthy
J T E K T India Ltd.,2020,Healthy,Healthy
J T E K T India Ltd.,2021,Healthy,Healthy
J T E K T India Ltd.,2022,Healthy,Healthy
J T L Industries Ltd.,2018,Healthy,Cash_Distress
J T L Industries Ltd.,2019,Cash_Distress,Healthy
J T L Industries Ltd.,2020,Healthy,Healthy
J T L Industries Ltd.,2021,Healthy,Healthy
J T L Industries Ltd.,2022,Healthy,Healthy
J Thomas & Co. Pvt. Ltd.,2020,Acct_Distress,Acct_Distress
J U Agri Sciences Pvt. Ltd.,2018,Healthy,Cash_Distress
J U B Agro Foods Pvt. Ltd.,2018,Healthy,Healthy
J U B Agro Foods Pvt. Ltd.,2019,Healthy,Acct_Distress
J U B Agro Foods Pvt. Ltd.,2022,Acct_Distress,Full_Distress
J V Gokal & Co. Pvt. Ltd.,2019,Healthy,Cash_Distress
J V Gokal & Co. Pvt. Ltd.,2020,Cash_Distress,Acct_Distress
J W I L Infra Ltd.,2020,Cash_Distress,Healthy
J W I L Infra Ltd.,2021,Healthy,Healthy
J W I L Infra Ltd.,2022,Healthy,Cash_Distress
Jabalpur Power Transmission Ltd.,2018,Cash_Distress,Healthy
Jabalpur Power Transmission Ltd.,2019,Healthy,Healthy
Jabalpur Power Transmission Ltd.,2020,Healthy,Healthy
Jabalpur Power Transmission Ltd.,2021,Healthy,Healthy
Jabalpur Power Transmission Ltd.,2022,Healthy,Healthy
Jabalpur Transmission Co. Ltd.,2018,Acct_Distress,Acct_Distress
Jabalpur Transmission Co. Ltd.,2019,Acct_Distress,Acct_Distress
Jabalpur Transmission Co. Ltd.,2022,Acct_Distress,Acct_Distress
Jabil Circuit India Pvt. Ltd.,2019,Healthy,Healthy
Jabil Circuit India Pvt. Ltd.,2020,Healthy,Healthy
Jabil Circuit India Pvt. Ltd.,2021,Healthy,Healthy
Jabil Circuit India Pvt. Ltd.,2022,Healthy,Healthy
Jabs International Pvt. Ltd.,2019,Healthy,Cash_Distress
Jabs International Pvt. Ltd.,2020,Cash_Distress,Healthy
Jabs International Pvt. Ltd.,2021,Healthy,Cash_Distress
Jabs International Pvt. Ltd.,2022,Cash_Distress,Cash_Distress
Jacobi Carbons India Pvt. Ltd.,2018,Healthy,Healthy
Jacobi Carbons India Pvt. Ltd.,2019,Healthy,Healthy
Jacobi Carbons India Pvt. Ltd.,2020,Healthy,Healthy
Jacobi Carbons India Pvt. Ltd.,2021,Healthy,Healthy
Jacobi Carbons India Pvt. Ltd.,2022,Healthy,Healthy
Jacobs Solutions India Pvt. Ltd.,2020,Healthy,Healthy
Jacobs Solutions India Pvt. Ltd.,2021,Healthy,Healthy
Jacobs Solutions India Pvt. Ltd.,2022,Healthy,Healthy
Jadcherla Expressways Pvt. Ltd.,2018,Healthy,Healthy
Jadcherla Expressways Pvt. Ltd.,2019,Healthy,Healthy
Jadcherla Expressways Pvt. Ltd.,2020,Healthy,Healthy
Jadcherla Expressways Pvt. Ltd.,2021,Healthy,Healthy
Jadcherla Expressways Pvt. Ltd.,2022,Healthy,Healthy
Jade Blue Lifestyle India Ltd.,2018,Healthy,Healthy
Jade Blue Lifestyle India Ltd.,2019,Healthy,Healthy
Jade Blue Lifestyle India Ltd.,2020,Healthy,Healthy
Jade Blue Lifestyle India Ltd.,2021,Healthy,Healthy
Jade Blue Lifestyle India Ltd.,2022,Healthy,Healthy
Jagadeesh Iron & Steels Pvt. Ltd.,2021,Healthy,Healthy
Jagadeesh Iron & Steels Pvt. Ltd.,2022,Healthy,Healthy
Jagan Industries Pvt. Ltd.,2018,Acct_Distress,Full_Distress
Jagan Lamps Ltd.,2018,Healthy,Healthy
Jagan Lamps Ltd.,2019,Healthy,Healthy
Jagan Lamps Ltd.,2020,Healthy,Cash_Distress
Jagan Lamps Ltd.,2021,Cash_Distress,Healthy
Jagan Lamps Ltd.,2022,Healthy,Healthy
Jagannath Extrusion India Ltd.,2018,Healthy,Healthy
Jagannath Extrusion India Ltd.,2019,Healthy,Healthy
Jagannath Extrusion India Ltd.,2020,Healthy,Healthy
Jagannath Polymers Ltd.,2018,Healthy,Healthy
Jagannath Polymers Ltd.,2019,Healthy,Cash_Distress
Jagannath Polymers Ltd.,2020,Cash_Distress,Healthy
Jagannath Polypacks Ltd.,2019,Healthy,Healthy
